Prophage	Defense_System	System_Type	System_Subtype	Coverage
GCA_028683255.1_ASM2868325v1/JAJTWM010000002.1_provirus_372530_413616	GCA_028683255.1_ASM2868325v1_HEC-08_8	HEC-08	HEC-08	100.00%
GCA_028683255.1_ASM2868325v1/JAJTWM010000002.1_provirus_372530_413616	GCA_028683255.1_ASM2868325v1_HEC-02_7	HEC-02	HEC-02	100.00%
GCA_963444535.1_t30_s_C12.1/CAUMSH010000030.1_provirus_2_29759	GCA_963444535.1_t30_Zorya_TypeI_2	Zorya	Zorya_TypeI	64.33%
GCA_963436425.1_t33_s_C6.1/CAULMZ010000020.1_provirus_25107_36264	GCA_963436425.1_t33_RM_Type_II_3	RM	RM_Type_II	48.40%
GCA_963436425.1_t33_s_C6.1/CAULMZ010000004.1_provirus_66884_106532	GCA_963436425.1_t33_Gao_Iet_1	Gao_Iet	Gao_Iet	34.79%
GCA_028435865.1_ASM2843586v1/JAGXLY010000071.1_provirus_72964_107546	GCA_028435865.1_ASM2843586v1_Gabija_8	Gabija	Gabija	100.00%
GCA_015738035.1_ASM1573803v1/JADSQO010000002.1_provirus_573_10547	GCA_015738035.1_ASM1573803v1_Dpd_5	Dpd	Dpd	12.90%
GCA_021668995.1_PDT000866078.1/DAFPVK010000007.1_provirus_30615_67195	GCA_021668995.1_PDT000866078.1_PD-Lambda-5_4	PD-Lambda-5	PD-Lambda-5	100.00%
GCA_030739085.1_ASM3073908v1/JARKKZ010000003.1_provirus_80926_118449	GCA_030739085.1_ASM3073908v1_RloC_5	RloC	RloC	100.00%
GCA_030121915.1_ASM3012191v1/CP096934.1_provirus_4147737_4198414	GCA_030121915.1_ASM3012191v1_Gabija_1	Gabija	Gabija	39.62%
GCA_001721845.1_ASM172184v1/CP012584.1_provirus_1483240_1528524	GCA_001721845.1_ASM172184v1_RM_Type_II_14	RM	RM_Type_II	100.00%
GCA_023903755.1_PDT001342258.1/DAHMLC010000004.1_provirus_77695_120388	GCA_023903755.1_PDT001342258.1_ShosTA_2	ShosTA	ShosTA	100.00%
GCA_033797415.1_ASM3379741v1/JAVFFJ010000021.1_provirus_3_20536	GCA_033797415.1_ASM3379741v1_Hachiman_4	Hachiman	Hachiman	100.00%
GCA_003632635.1_ASM363263v1/QZXK01000079.1_provirus_189606_253348	GCA_003632635.1_ASM363263v1_RosmerTA_3	RosmerTA	RosmerTA	100.00%
GCA_019690235.1_ASM1969023v1/JADIPX010000003.1_provirus_247621_323180	GCA_019690235.1_ASM1969023v1_RosmerTA_6	RosmerTA	RosmerTA	58.80%
GCA_029605935.1_ASM2960593v1/JAKKNS010000029.1_provirus_17505_73669	GCA_029605935.1_ASM2960593v1_BstA_2	BstA	BstA	100.00%
GCA_003836605.1_ASM383660v1/NSTV01000001.1_provirus_13913_35781	GCA_003836605.1_ASM383660v1_Shedu_3	Shedu	Shedu	100.00%
GCA_000789935.1_AZPAE15037/JTNJ01000020.1_provirus_190050_231150	GCA_000789935.1_AZPAE15037_Hma_10	Hma	Hma	100.00%
GCA_000789935.1_AZPAE15037/JTNJ01000020.1_provirus_190050_231150	GCA_000789935.1_AZPAE15037_HEC-08_9	HEC-08	HEC-08	100.00%
GCA_000789935.1_AZPAE15037/JTNJ01000020.1_provirus_190050_231150	GCA_000789935.1_AZPAE15037_HEC-02_8	HEC-02	HEC-02	100.00%
GCA_033140805.1_ASM3314080v1/JAWLOT010000002.1_provirus_541759_582462	GCA_033140805.1_ASM3314080v1_PD-Lambda-5_14	PD-Lambda-5	PD-Lambda-5	100.00%
GCA_033140805.1_ASM3314080v1/JAWLOT010000003.1_provirus_83003_137513	GCA_033140805.1_ASM3314080v1_DS-6_2	DS-6	DS-6	100.00%
GCA_017653665.1_ASM1765366v1/JAGGDI010000001.1_provirus_265416_329215	GCA_017653665.1_ASM1765366v1_RosmerTA_3	RosmerTA	RosmerTA	100.00%
GCA_017653665.1_ASM1765366v1/JAGGDI010000008.1_provirus_249_20306	GCA_017653665.1_ASM1765366v1_ShosTA_5	ShosTA	ShosTA	100.00%
GCA_021667915.1_PDT000866300.1/DAFPTK010000024.1_provirus_52541_63044	GCA_021667915.1_PDT000866300.1_Rst_3HP_4	Rst_3HP	Rst_3HP	24.28%
GCA_025799245.1_ASM2579924v1/JAOXPL010000020.1_provirus_33882_52363	GCA_025799245.1_ASM2579924v1_Gabija_2	Gabija	Gabija	100.00%
GCA_031847855.1_ASM3184785v1/JASCHK010000018.1_provirus_53839_65954	GCA_031847855.1_ASM3184785v1_Menshen_3	Menshen	Menshen	100.00%
GCA_031822695.1_ASM3182269v1/JAVQOU010000009.1_provirus_203143_239634	GCA_031822695.1_ASM3182269v1_RloC_2	RloC	RloC	100.00%
GCA_000342145.1_PA_21_ST175v1/AOIH01000019.1_provirus_236_20549	GCA_000342145.1_PA_Gabija_8	Gabija	Gabija	100.00%
GCA_002312195.1_ASM231219v1/MWXQ01000002.1_provirus_386248_441763	GCA_002312195.1_ASM231219v1_RosmerTA_8	RosmerTA	RosmerTA	100.00%
GCA_963433785.1_t122_d1_C10.1/CAULBS010000004.1_provirus_60223_106793	GCA_963433785.1_t122_PD-Lambda-5_5	PD-Lambda-5	PD-Lambda-5	100.00%
GCA_021711455.1_PDT000424200.1/DAFSIF010000002.1_provirus_541089_578508	GCA_021711455.1_PDT000424200.1_PD-Lambda-5_6	PD-Lambda-5	PD-Lambda-5	100.00%
GCA_032614455.1_ASM3261445v1/JAVKSF010000002.1_provirus_646212_680593	GCA_032614455.1_ASM3261445v1_DS-1_1	DS-1	DS-1	100.00%
GCA_029961285.1_ASM2996128v1/CP124626.1_provirus_2934729_2983950	GCA_029961285.1_ASM2996128v1_RM_Type_I_24	RM	RM_Type_I	59.27%
GCA_029961285.1_ASM2996128v1/CP124626.1_provirus_5622410_5667852	GCA_029961285.1_ASM2996128v1_AbiU_1	AbiU	AbiU	100.00%
GCA_002136015.1_ASM213601v1/NFGD01000011.1_provirus_53957_93367	GCA_002136015.1_ASM213601v1_DS-1_7	DS-1	DS-1	100.00%
GCA_031208515.1_ASM3120851v1/JAUZWR010000004.1_provirus_353843_408587	GCA_031208515.1_ASM3120851v1_DS-6_1	DS-6	DS-6	100.00%
GCA_018966705.1_ASM1896670v1/JAHLTF010000050.1_provirus_2_32364	GCA_018966705.1_ASM1896670v1_RosmerTA_4	RosmerTA	RosmerTA	58.80%
GCA_963447005.1_t143_s_H11.1/CAUNBT010000002.1_provirus_48970_94552	GCA_963447005.1_t143_RM_Type_II_6	RM	RM_Type_II	100.00%
GCA_963447005.1_t143_s_H11.1/CAUNBT010000009.1_provirus_130350_181117	GCA_963447005.1_t143_BstA_1	BstA	BstA	100.00%
GCA_963447005.1_t143_s_H11.1/CAUNBT010000002.1_provirus_48970_94552	GCA_963447005.1_t143_PD-T7-4_4	PD-T7-4	PD-T7-4	100.00%
GCA_963428415.1_t100_d1_H5.1/CAUKHM010000013.1_provirus_28998_74477	GCA_963428415.1_t100_AbiU_1	AbiU	AbiU	100.00%
GCA_001449655.1_WH-SGI-V-07178/LLMH01000037.1_provirus_80771_109510	GCA_001449655.1_WH-SGI-V-07178_PD-T7-4_1	PD-T7-4	PD-T7-4	100.00%
GCA_000481085.1_Pseu_aeru_BL03_V1/KI518946.1_provirus_144_11416	GCA_000481085.1_Pseu_Gabija_1	Gabija	Gabija	100.00%
GCA_008802685.1_ASM880268v1/VZIX01000008.1_provirus_22398_84497	GCA_008802685.1_ASM880268v1_RM_Type_I_5	RM	RM_Type_I	44.48%
GCA_008802685.1_ASM880268v1/VZIX01000008.1_provirus_22398_84497	GCA_008802685.1_ASM880268v1_Zorya_TypeI_3	Zorya	Zorya_TypeI	41.30%
GCA_000794245.1_AZPAE14834/JTVA01000023.1_provirus_107007_119919	GCA_000794245.1_AZPAE14834_ShosTA_4	ShosTA	ShosTA	100.00%
GCA_000794245.1_AZPAE14834/JTVA01000011.1_provirus_67161_130914	GCA_000794245.1_AZPAE14834_RosmerTA_6	RosmerTA	RosmerTA	100.00%
GCA_025336425.1_ASM2533642v1/JAOCZW010000006.1_provirus_29343_83556	GCA_025336425.1_ASM2533642v1_BstA_1	BstA	BstA	100.00%
GCA_025336425.1_ASM2533642v1/JAOCZW010000001.1_provirus_1_58275	GCA_025336425.1_ASM2533642v1_Zorya_TypeI_7	Zorya	Zorya_TypeI	36.52%
GCA_021675035.1_PDT000771049.1/DAFQEI010000005.1_provirus_21_23629	GCA_021675035.1_PDT000771049.1_PD-Lambda-5_5	PD-Lambda-5	PD-Lambda-5	100.00%
GCA_021675035.1_PDT000771049.1/DAFQEI010000016.1_provirus_3_10879	GCA_021675035.1_PDT000771049.1_ShosTA_2	ShosTA	ShosTA	100.00%
GCA_034494185.1_PDT002035275.1/DASNQJ010000039.1_provirus_19801_32333	GCA_034494185.1_PDT002035275.1_RM_Type_IV_3	RM	RM_Type_IV	100.00%
GCA_034494185.1_PDT002035275.1/DASNQJ010000039.1_provirus_19801_32333	GCA_034494185.1_PDT002035275.1_Kiwa_1	Kiwa	Kiwa	100.00%
GCA_003411705.2_ASM341170v2/QVCR02000012.1_provirus_5618_45634	GCA_003411705.2_ASM341170v2_PrrC_6	PrrC	PrrC	62.73%
GCA_021700235.1_PDT000753377.1/DAFRPB010000047.1_provirus_3_14900	GCA_021700235.1_PDT000753377.1_Gabija_2	Gabija	Gabija	100.00%
GCA_900147205.1_394/FRSO01000039.1_provirus_81006_128359	GCA_900147205.1_394_BstA_3	BstA	BstA	100.00%
GCA_003976865.1_ASM397686v1/RXEW01000008.1_provirus_59893_71439	GCA_003976865.1_ASM397686v1_RM_Type_II_3	RM	RM_Type_II	100.00%
GCA_963447835.1_p56_s_B1.1/CAUNEG010000004.1_provirus_60223_106793	GCA_963447835.1_p56_PD-Lambda-5_5	PD-Lambda-5	PD-Lambda-5	100.00%
GCA_000520415.1_Pseu_aeru_BWHPSA039_V1/KI914530.1_provirus_2781225_2817312	GCA_000520415.1_Pseu_RosmerTA_8	RosmerTA	RosmerTA	58.80%
GCA_001721825.1_ASM172182v1/CP012583.1_provirus_1484598_1527288	GCA_001721825.1_ASM172182v1_RM_Type_II_15	RM	RM_Type_II	100.00%
GCA_031205455.1_ASM3120545v1/JAVAAN010000019.1_provirus_20971_31474	GCA_031205455.1_ASM3120545v1_Rst_3HP_8	Rst_3HP	Rst_3HP	24.28%
GCA_002326535.1_ASM232653v1/NQZS01000016.1_provirus_25938_78945	GCA_002326535.1_ASM232653v1_Hachiman_2	Hachiman	Hachiman	100.00%
GCA_002192765.1_ASM219276v1/MTLL01000167.1_provirus_15394_79908	GCA_002192765.1_ASM219276v1_RosmerTA_6	RosmerTA	RosmerTA	100.00%
GCA_010607425.1_ASM1060742v1/VLGH01000031.1_provirus_44520_68532	GCA_010607425.1_ASM1060742v1_Gabija_3	Gabija	Gabija	100.00%
GCA_022999425.1_PDT001286253.1/DAGYLD010000005.1_provirus_53147_110779	GCA_022999425.1_PDT001286253.1_BstA_1	BstA	BstA	100.00%
GCA_963441155.1_p82_d1_F10.1/CAUMET010000018.1_provirus_2_58321	GCA_963441155.1_p82_RosmerTA_7	RosmerTA	RosmerTA	94.88%
GCA_030015795.1_ASM3001579v1/JASAPW010000014.1_provirus_876_24885	GCA_030015795.1_ASM3001579v1_DS-14_2	DS-14	DS-14	100.00%
GCA_013913425.1_ASM1391342v1/JACEQP010000014.1_provirus_3_41481	GCA_013913425.1_ASM1391342v1_AbiU_1	AbiU	AbiU	100.00%
GCA_003629985.1_ASM362998v1/RADV01000035.1_provirus_28284_40553	GCA_003629985.1_ASM362998v1_PfiAT_2	PfiAT	PfiAT	41.78%
GCA_015764485.1_ASM1576448v1/JADTGE010000034.1_provirus_13495_41630	GCA_015764485.1_ASM1576448v1_Gabija_1	Gabija	Gabija	100.00%
GCA_022553115.1_ASM2255311v1/JAJPNL010000004.1_provirus_371712_385359	GCA_022553115.1_ASM2255311v1_DS-6_1	DS-6	DS-6	100.00%
GCA_031850295.1_ASM3185029v1/JASCCV010000006.1_provirus_173323_259516	GCA_031850295.1_ASM3185029v1_RosmerTA_6	RosmerTA	RosmerTA	58.80%
GCA_031205555.1_ASM3120555v1/JAVAAK010000003.1_provirus_321006_368123	GCA_031205555.1_ASM3120555v1_PD-Lambda-5_13	PD-Lambda-5	PD-Lambda-5	100.00%
GCA_950099175.1_NUA17/CATNGX010000001.1_provirus_5329914_5339867	GCA_950099175.1_NUA17_ShosTA_1	ShosTA	ShosTA	59.88%
GCA_021678035.1_PDT000768312.1/DAFQJV010000061.1_provirus_9233_29546	GCA_021678035.1_PDT000768312.1_Gabija_1	Gabija	Gabija	100.00%
GCA_963449445.1_t156_s_E1.1/CAUNKY010000015.1_provirus_2_15595	GCA_963449445.1_t156_RM_Type_II_10	RM	RM_Type_II	100.00%
GCA_027857285.1_ASM2785728v1/JAOUTF010000018.1_provirus_20596_31745	GCA_027857285.1_ASM2785728v1_RM_Type_II_8	RM	RM_Type_II	73.71%
GCA_019688275.1_ASM1968827v1/JADITG010000005.1_provirus_381645_395915	GCA_019688275.1_ASM1968827v1_PD-T4-5_2	PD-T4-5	PD-T4-5	100.00%
GCA_019688275.1_ASM1968827v1/JADITG010000005.1_provirus_381645_395915	GCA_019688275.1_ASM1968827v1_CBASS_II_5	CBASS	CBASS_II	100.00%
GCA_018141645.1_ASM1814164v1/CP065948.1_provirus_1657669_1703492	GCA_018141645.1_ASM1814164v1_CAS_Class1-Subtype-I-F_12	CasFinder	CAS_Class1-Subtype-I-F	93.03%
GCA_003968135.1_ASM396813v1/RXTJ01000035.1_provirus_52566_64442	GCA_003968135.1_ASM396813v1_RM_Type_IV_7	RM	RM_Type_IV	100.00%
GCA_003968135.1_ASM396813v1/RXTJ01000035.1_provirus_52566_64442	GCA_003968135.1_ASM396813v1_Kiwa_1	Kiwa	Kiwa	60.00%
GCA_003975725.1_ASM397572v1/RXEF01000002.1_provirus_341548_357027	GCA_003975725.1_ASM397572v1_RM_Type_III_6	RM	RM_Type_III	100.00%
GCA_032321095.1_PDT001831920.1/ABNGXM010000030.1_provirus_50536_71362	GCA_032321095.1_PDT001831920.1_RM_Type_IIG_10	RM	RM_Type_IIG	100.00%
GCA_032321095.1_PDT001831920.1/ABNGXM010000013.1_provirus_106514_135765	GCA_032321095.1_PDT001831920.1_Hachiman_3	Hachiman	Hachiman	100.00%
GCA_963438785.1_p9_s_H1.1/CAULVT010000028.1_provirus_53569_63522	GCA_963438785.1_p9_ShosTA_1	ShosTA	ShosTA	59.88%
GCA_963429225.1_p4_d1_B10.1/CAUKKF010000002.1_provirus_366945_419530	GCA_963429225.1_p4_RM_Type_I_8	RM	RM_Type_I	41.71%
GCA_002135915.1_ASM213591v1/NFFW01000001.1_provirus_157451_172272	GCA_002135915.1_ASM213591v1_Retron_III_13	Retron	Retron_III	100.00%
GCA_030122055.1_ASM3012205v1/CP096953.1_provirus_3262497_3399060	GCA_030122055.1_ASM3012205v1_Gabija_1	Gabija	Gabija	39.62%
GCA_002980255.1_ASM298025v1/PPDV01000004.1_provirus_48829_96450	GCA_002980255.1_ASM298025v1_Gabija_3	Gabija	Gabija	100.00%
GCA_021891895.1_ASM2189189v1/JAKLAL010000013.1_provirus_53912_93322	GCA_021891895.1_ASM2189189v1_DS-1_6	DS-1	DS-1	100.00%
GCA_013177135.1_ASM1317713v1/JABLSY010000002.1_provirus_122123_168075	GCA_013177135.1_ASM1317713v1_AbiD_1	AbiD	AbiD	100.00%
GCA_013177135.1_ASM1317713v1/JABLSY010000007.1_provirus_90132_124146	GCA_013177135.1_ASM1317713v1_RosmerTA_6	RosmerTA	RosmerTA	58.80%
GCA_016092855.1_ASM1609285v1/JADTNW010000013.1_provirus_58117_95358	GCA_016092855.1_ASM1609285v1_PD-Lambda-5_15	PD-Lambda-5	PD-Lambda-5	100.00%
GCA_031847255.1_ASM3184725v1/JASCIO010000008.1_provirus_98311_139252	GCA_031847255.1_ASM3184725v1_ShosTA_1	ShosTA	ShosTA	100.00%
GCA_027583735.1_ASM2758373v1/JAMOGS010000001.1_provirus_322062_367254	GCA_027583735.1_ASM2758373v1_PD-T7-4_4	PD-T7-4	PD-T7-4	100.00%
GCA_963442925.1_p51_d1_G10.1/CAUMMD010000008.1_provirus_135665_183606	GCA_963442925.1_p51_ShosTA_3	ShosTA	ShosTA	100.00%
GCA_019165065.1_ASM1916506v1/JAHTGM010000045.1_provirus_9818_34577	GCA_019165065.1_ASM1916506v1_Gabija_2	Gabija	Gabija	100.00%
GCA_002239545.1_ASM223954v1/NLBF01000033.1_provirus_2_34529	GCA_002239545.1_ASM223954v1_RosmerTA_7	RosmerTA	RosmerTA	100.00%
GCA_963434195.1_t33_s_F1.1/CAULEJ010000019.1_provirus_25107_36264	GCA_963434195.1_t33_RM_Type_II_3	RM	RM_Type_II	48.40%
GCA_963434195.1_t33_s_F1.1/CAULEJ010000004.1_provirus_321093_360741	GCA_963434195.1_t33_Gao_Iet_1	Gao_Iet	Gao_Iet	34.79%
GCA_025697785.1_ASM2569778v1/JAHWAV010000001.1_provirus_1540218_1578829	GCA_025697785.1_ASM2569778v1_GAPS4_2	GAPS4	GAPS4	100.00%
GCA_023806425.1_ASM2380642v1/JAMSLG010000009.1_provirus_125891_177207	GCA_023806425.1_ASM2380642v1_HEC-04_1	HEC-04	HEC-04	100.00%
GCA_003629045.1_ASM362904v1/RAFQ01000068.1_provirus_81969_108456	GCA_003629045.1_ASM362904v1_SspBCDE_3	SspBCDE	SspBCDE	100.00%
GCA_963429155.1_t100_d1_A11.1/CAUKKK010000002.1_provirus_28998_74477	GCA_963429155.1_t100_AbiU_1	AbiU	AbiU	100.00%
GCA_021532975.1_ASM2153297v1/JAHWUX010000020.1_provirus_27256_74958	GCA_021532975.1_ASM2153297v1_CAS_Class1-Subtype-I-F_18	CasFinder	CAS_Class1-Subtype-I-F	100.00%
GCA_033798265.1_ASM3379826v1/JAVFGY010000002.1_provirus_67165_130514	GCA_033798265.1_ASM3379826v1_RosmerTA_9	RosmerTA	RosmerTA	100.00%
GCA_033798265.1_ASM3379826v1/JAVFGY010000002.1_provirus_67165_130514	GCA_033798265.1_ASM3379826v1_DS-6_2	DS-6	DS-6	100.00%
GCA_003630855.1_ASM363085v1/RACE01000006.1_provirus_40045_54866	GCA_003630855.1_ASM363085v1_Retron_III_7	Retron	Retron_III	100.00%
GCA_963452585.1_t152_d1_H6.1/CAUNWH010000004.1_provirus_180200_216461	GCA_963452585.1_t152_PD-Lambda-5_7	PD-Lambda-5	PD-Lambda-5	100.00%
GCA_001450995.1_WH-SGI-V-07387/LLOL01000015.1_provirus_22477_61420	GCA_001450995.1_WH-SGI-V-07387_PD-Lambda-5_7	PD-Lambda-5	PD-Lambda-5	100.00%
GCA_021679075.1_PDT000768262.1/DAFQLV010000055.1_provirus_9237_29550	GCA_021679075.1_PDT000768262.1_Gabija_1	Gabija	Gabija	100.00%
GCA_024481305.1_PDT001371336.1/DAIJQF010000057.1_provirus_3_5288	GCA_024481305.1_PDT001371336.1_RM_Type_II_3	RM	RM_Type_II	39.50%
GCA_000583895.1_ASM58389v1/CP006980.1_provirus_2511223_2546515	GCA_000583895.1_ASM58389v1_Tiamat_6	Tiamat	Tiamat	100.00%
GCA_010609045.1_ASM1060904v1/VLWI01000012.1_provirus_30827_68385	GCA_010609045.1_ASM1060904v1_RloC_1	RloC	RloC	100.00%
GCA_002136135.1_ASM213613v1/NFGK01000010.1_provirus_54007_93417	GCA_002136135.1_ASM213613v1_DS-1_7	DS-1	DS-1	100.00%
GCA_003840585.1_ASM384058v1/NSXP01000011.1_provirus_53916_66207	GCA_003840585.1_ASM384058v1_RM_Type_IV_3	RM	RM_Type_IV	100.00%
GCA_003840585.1_ASM384058v1/NSXP01000011.1_provirus_53916_66207	GCA_003840585.1_ASM384058v1_Septu_1	Septu	Septu	100.00%
GCA_028609185.1_ASM2860918v1/CP075809.1_provirus_2368209_2422422	GCA_028609185.1_ASM2860918v1_BstA_1	BstA	BstA	100.00%
GCA_963433475.1_t159_d1_C4.1/CAULBJ010000022.1_provirus_18771_31960	GCA_963433475.1_t159_RM_Type_II_5	RM	RM_Type_II	100.00%
GCA_963433475.1_t159_d1_C4.1/CAULBJ010000014.1_provirus_122566_169697	GCA_963433475.1_t159_Retron_III_4	Retron	Retron_III	100.00%
GCA_033090375.1_ASM3309037v1/STZE01000041.1_provirus_97_48538	GCA_033090375.1_ASM3309037v1_BstA_2	BstA	BstA	100.00%
GCA_963446985.1_p4_d1_E12.1/CAUNBM010000036.1_provirus_14656_48295	GCA_963446985.1_p4_RM_Type_I_8	RM	RM_Type_I	41.71%
GCA_902807105.1_PBIO724/CADCYC010000012.1_provirus_2_41224	GCA_902807105.1_PBIO724_DS-1_4	DS-1	DS-1	100.00%
GCA_902807105.1_PBIO724/CADCYC010000012.1_provirus_2_41224	GCA_902807105.1_PBIO724_RosmerTA_10	RosmerTA	RosmerTA	58.80%
GCA_003631905.1_ASM363190v1/QZZW01000063.1_provirus_177998_218939	GCA_003631905.1_ASM363190v1_BstA_1	BstA	BstA	100.00%
GCA_022811005.1_ASM2281100v1/CP063392.1_provirus_5588504_5599518	GCA_022811005.1_ASM2281100v1_RM_Type_IV_15	RM	RM_Type_IV	100.00%
GCA_963452805.1_t33_s_B8.1/CAUNXT010000018.1_provirus_25107_36264	GCA_963452805.1_t33_RM_Type_II_3	RM	RM_Type_II	48.40%
GCA_963452805.1_t33_s_B8.1/CAUNXT010000004.1_provirus_321093_360741	GCA_963452805.1_t33_Gao_Iet_1	Gao_Iet	Gao_Iet	34.79%
GCA_002287725.2_ASM228772v2/CP023316.1_provirus_2483111_2547140	GCA_002287725.2_ASM228772v2_RosmerTA_15	RosmerTA	RosmerTA	100.00%
GCA_022810985.1_ASM2281098v1/CP063394.1_provirus_5588976_5599990	GCA_022810985.1_ASM2281098v1_RM_Type_IV_15	RM	RM_Type_IV	100.00%
GCA_001086655.1_ASM108665v1/LFMO01000014.1_provirus_429521_479896	GCA_001086655.1_ASM108665v1_PD-Lambda-5_7	PD-Lambda-5	PD-Lambda-5	100.00%
GCA_032469135.1_ASM3246913v1/JAUZAG010000005.1_provirus_120900_158532	GCA_032469135.1_ASM3246913v1_PD-Lambda-5_9	PD-Lambda-5	PD-Lambda-5	100.00%
GCA_963444375.1_t54_s_D2.1/CAUMRZ010000001.1_provirus_53464_124177	GCA_963444375.1_t54_RosmerTA_2	RosmerTA	RosmerTA	100.00%
GCA_004373455.1_ASM437345v1/RWSI01000002.1_provirus_499121_540499	GCA_004373455.1_ASM437345v1_Gao_Iet_1	Gao_Iet	Gao_Iet	34.79%
GCA_902204115.1_BS3409/CABITK010000004.1_provirus_344195_383139	GCA_902204115.1_BS3409_PD-Lambda-5_6	PD-Lambda-5	PD-Lambda-5	100.00%
GCA_902204115.1_BS3409/CABITK010000018.1_provirus_51743_71025	GCA_902204115.1_BS3409_Hachiman_5	Hachiman	Hachiman	100.00%
GCA_001483235.1_ASM148323v1/LOJK01000001.1_provirus_1539841_1581218	GCA_001483235.1_ASM148323v1_Gao_Iet_1	Gao_Iet	Gao_Iet	34.79%
GCA_001483235.1_ASM148323v1/LOJK01000001.1_provirus_2439546_2478997	GCA_001483235.1_ASM148323v1_PD-T7-4_7	PD-T7-4	PD-T7-4	100.00%
GCA_015733265.1_ASM1573326v1/JADSMG010000003.1_provirus_60558_99687	GCA_015733265.1_ASM1573326v1_Gao_Iet_1	Gao_Iet	Gao_Iet	33.26%
GCA_024587705.1_ASM2458770v1/JAKGUQ010000006.1_provirus_86144_121113	GCA_024587705.1_ASM2458770v1_DS-11_1	DS-11	DS-11	100.00%
GCA_900147055.1_379/FRRZ01000003.1_provirus_201528_237579	GCA_900147055.1_379_RosmerTA_5	RosmerTA	RosmerTA	62.75%
GCA_023806325.1_ASM2380632v1/JAMSLI010000001.1_provirus_120855_158275	GCA_023806325.1_ASM2380632v1_PD-Lambda-5_10	PD-Lambda-5	PD-Lambda-5	100.00%
GCA_010608385.1_ASM1060838v1/VLVB01000015.1_provirus_30815_76266	GCA_010608385.1_ASM1060838v1_AbiU_1	AbiU	AbiU	100.00%
GCA_020404885.1_ASM2040488v1/JAIVGE010000009.1_provirus_191164_224341	GCA_020404885.1_ASM2040488v1_RosmerTA_11	RosmerTA	RosmerTA	100.00%
GCA_000026645.1_ASM2664v1/FM209186.1_provirus_2511166_2546457	GCA_000026645.1_ASM2664v1_Tiamat_6	Tiamat	Tiamat	100.00%
GCA_024007715.1_PDT001348454.1/DAHQDW010000014.1_provirus_31122_67384	GCA_024007715.1_PDT001348454.1_PD-Lambda-5_12	PD-Lambda-5	PD-Lambda-5	100.00%
GCA_963435305.1_p85_d1_F2.1/CAULHT010000035.1_provirus_6150_43150	GCA_963435305.1_p85_PD-T7-4_8	PD-T7-4	PD-T7-4	100.00%
GCA_963429465.1_p78_d1_H11.1/CAUKLX010000003.1_provirus_143428_170767	GCA_963429465.1_p78_RloC_4	RloC	RloC	100.00%
GCA_021707455.1_PDT000673484.1/DAFSAV010000017.1_provirus_37598_87917	GCA_021707455.1_PDT000673484.1_CAS_Class1-Subtype-I-F_13	CasFinder	CAS_Class1-Subtype-I-F	100.00%
GCA_029604805.1_ASM2960480v1/JAKKKM010000001.1_provirus_420028_465479	GCA_029604805.1_ASM2960480v1_AbiU_2	AbiU	AbiU	100.00%
GCA_963437305.1_t146_d1_H9.1/CAULQB010000025.1_provirus_57391_74447	GCA_963437305.1_t146_RM_Type_II_15	RM	RM_Type_II	100.00%
GCA_021601665.2_PDT001204926.2/ABETSD020000013.1_provirus_82800_128251	GCA_021601665.2_PDT001204926.2_AbiU_1	AbiU	AbiU	100.00%
GCA_015317915.1_ASM1531791v1/JABDVG010000001.1_provirus_36279_74601	GCA_015317915.1_ASM1531791v1_PD-Lambda-5_7	PD-Lambda-5	PD-Lambda-5	100.00%
GCA_015317915.1_ASM1531791v1/JABDVG010000010.1_provirus_69673_127321	GCA_015317915.1_ASM1531791v1_CAS_Class1-Subtype-I-F_12	Cas	CAS_Class1-Subtype-I-F	100.00%
GCA_015317915.1_ASM1531791v1/JABDVG010000014.1_provirus_21225_85998	GCA_015317915.1_ASM1531791v1_RosmerTA_3	RosmerTA	RosmerTA	94.88%
GCA_019165385.1_ASM1916538v1/JAHTGG010000002.1_provirus_319217_361908	GCA_019165385.1_ASM1916538v1_RM_Type_II_16	RM	RM_Type_II	100.00%
GCA_019909435.1_ASM1990943v1/JADHEQ010000001.1_provirus_289568_334677	GCA_019909435.1_ASM1990943v1_RM_Type_II_11	RM	RM_Type_II	100.00%
GCA_019909435.1_ASM1990943v1/JADHEQ010000041.1_provirus_3_21448	GCA_019909435.1_ASM1990943v1_Gabija_1	Gabija	Gabija	100.00%
GCA_001064905.1_ASM106490v1/JVHM01000027.1_provirus_120353_157781	GCA_001064905.1_ASM106490v1_PD-Lambda-5_13	PD-Lambda-5	PD-Lambda-5	100.00%
GCA_001064905.1_ASM106490v1/JVHM01000075.1_provirus_31608_43952	GCA_001064905.1_ASM106490v1_Dazbog_4	Dazbog	Dazbog	100.00%
GCA_963448955.1_p85_d1_E2.1/CAUNHY010000035.1_provirus_34391_71391	GCA_963448955.1_p85_PD-T7-4_9	PD-T7-4	PD-T7-4	100.00%
GCA_963452485.1_t169_d1_B5.1/CAUNWK010000012.1_provirus_3_28734	GCA_963452485.1_t169_RM_Type_I_11	RM	RM_Type_I	100.00%
GCA_963452485.1_t169_d1_B5.1/CAUNWK010000012.1_provirus_3_28734	GCA_963452485.1_t169_CBASS_I_10	CBASS	CBASS_I	100.00%
