Strain,Mash,Defense_Systems,Prophages,Target_Proteins,Spacer_Hit_Prophages
GCA_963446655.1,292,CRISPR-Cas;Septu,P0050;P0078,AmpD;DUF1615 protein;Gamp2;TpsB,P0004;P0007;P0008;P0011;P0012;P0014;P0015;P0016;P0018;P0021;P0022;P0030;P0034;P0037;P0038;P0042;P0044;P0045;P0046;P0047;P0048;P0049;P0052;P0054;P0057;P0058;P0059;P0060;P0062;P0065;P0067;P0070;P0071;P0073;P0074;P0078;P0079;P0081;P0083;P0084;P0087;P0088
GCA_963446665.1,292,MADS;R-M,P0050;P0064,AmpD;DUF1615 protein;Gamp2;TpsB;Tsx,P0001;P0003;P0007;P0011;P0012;P0014;P0016;P0017;P0038;P0040;P0045;P0046;P0047;P0048;P0059;P0060;P0065;P0067;P0071;P0081
GCA_963446685.1,292,CRISPR-Cas;DRT;R-M,P0050;P0052,AmpD;DUF1615 protein;Gamp2;TpsB,P0007;P0009;P0011;P0016;P0017;P0019;P0021;P0026;P0029;P0032;P0037;P0042;P0046;P0047;P0060;P0062;P0065;P0081;P0084;P0088
GCA_963446695.1,292,AbiD;AbiE;CBASS;CRISPR-Cas;DarTG;Druantia;Gabija;Gao_Iet;R-M;RloC;dCTPdeaminase;pAgo,P0075;P0076,AmpD;DUF1615 protein;Gamp2;TpsB,P0001;P0006;P0007;P0011;P0014;P0015;P0016;P0019;P0022;P0026;P0032;P0034;P0037;P0038;P0041;P0042;P0044;P0045;P0046;P0047;P0052;P0054;P0057;P0059;P0060;P0065;P0067;P0070;P0071;P0081;P0082;P0083;P0084;P0087
GCA_963446705.1,292,CRISPR-Cas;Gabija;R-M;Zorya,P0050,AmpD;DUF1615 protein;Gamp2;TpsB,P0001;P0007;P0011;P0012;P0014;P0016;P0017;P0019;P0026;P0032;P0034;P0037;P0038;P0040;P0042;P0043;P0045;P0046;P0047;P0048;P0059;P0060;P0062;P0065;P0067;P0070;P0071;P0073;P0074;P0081;P0083;P0084
GCA_963446725.1,292,AbiE;CBASS;Gao_Iet;Hachiman;Lamassu-Fam;R-M;RloC;Wadjet,P0011;P0053,AmpD;DUF1615 protein;Gamp2;TpsB,P0007;P0011;P0016;P0046;P0081
GCA_963446735.1,292,AbiE;CBASS;Mokosh;R-M;RosmerTA;Wadjet,P0012;P0050,AmpD;DUF1615 protein;Gamp2;TpsB,P0007;P0011;P0016;P0046;P0081
GCA_963446745.1,292,AbiE;CBASS;Mokosh;R-M;RosmerTA;Wadjet,P0012;P0050,AmpD;DUF1615 protein;Gamp2;TpsB,P0007;P0011;P0016;P0046;P0081
GCA_963446755.1,292,AbiE;CBASS;DRT;Gao_Iet;JukAB;Mokosh;R-M;RloC;RosmerTA,P0015;P0050,AmpD;DUF1615 protein;Gamp2;TpsB,P0007;P0011;P0016;P0046;P0065;P0081
GCA_963446765.1,292,AbiE;CBASS;DRT;Gao_Iet;JukAB;Mokosh;R-M;RloC;RosmerTA,P0015;P0050,AmpD;DUF1615 protein;Gamp2;TpsB,P0007;P0011;P0016;P0046;P0065;P0081
GCA_963446775.1,292,AbiH;CBASS;CRISPR-Cas;Gabija;R-M,P0029,AmpD;DUF1615 protein;TpsB,P0001;P0002;P0007;P0011;P0012;P0014;P0015;P0016;P0019;P0022;P0023;P0024;P0026;P0028;P0030;P0031;P0032;P0034;P0035;P0036;P0037;P0038;P0042;P0044;P0045;P0046;P0047;P0048;P0054;P0055;P0056;P0059;P0060;P0062;P0065;P0067;P0069;P0070;P0071;P0074;P0075;P0077;P0080;P0081;P0083;P0084;P0087
GCA_963446785.1,292,AbiE;CBASS;JukAB;Mokosh;R-M;Wadjet,,AmpD;DUF1615 protein;Gamp2;TpsB,P0007;P0011;P0016;P0046;P0081
GCA_963446795.1,292,Druantia;Gabija;JukAB;Lamassu-Fam;Mokosh;PsyrTA;R-M;Wadjet;Zorya,P0008;P0050,AmpD;DUF1615 protein;Gamp2;TpsB,P0007;P0011;P0012;P0014;P0016;P0021;P0034;P0038;P0045;P0046;P0047;P0048;P0059;P0060;P0062;P0065;P0067;P0071;P0073;P0081
GCA_963446825.1,292,CRISPR-Cas,P0029,AmpD;DUF1615 protein;TpsB,P0001;P0006;P0007;P0011;P0012;P0014;P0016;P0019;P0022;P0037;P0038;P0041;P0043;P0045;P0046;P0047;P0048;P0049;P0052;P0057;P0059;P0060;P0062;P0065;P0067;P0071;P0081;P0084
GCA_963446835.1,292,BREX;Gabija;JukAB;Lamassu-Fam;Mokosh;PD-T4-8;Pycsar;R-M;RosmerTA;Shedu;Wadjet,P0015;P0033;P0053,AmpD;DUF1615 protein;Gamp2;TpsB,P0007;P0011;P0016;P0046;P0049;P0054;P0072;P0081
GCA_963446855.1,292,CRISPR-Cas;Paris;Shedu;Zorya,P0053,AmpD;DUF1615 protein;Gamp2;TpsB,P0001;P0007;P0011;P0012;P0016;P0017;P0019;P0021;P0022;P0026;P0032;P0037;P0038;P0040;P0043;P0045;P0046;P0048;P0052;P0057;P0059;P0060;P0062;P0065;P0067;P0070;P0071;P0074;P0081;P0082;P0084
GCA_963446865.1,292,DRT;DS-6;Gabija;JukAB;Mokosh;Prithvi;Pycsar;R-M;RosmerTA,P0015;P0050,AmpD;DUF1615 protein;Gamp2;TpsB,P0007;P0011;P0016;P0046;P0065;P0081
GCA_963446885.1,292,CBASS;CRISPR-Cas;Gabija;Olokun;Septu,P0029,AmpD;DUF1615 protein;Gamp2;TpsB;Tsx,P0001;P0007;P0011;P0012;P0014;P0015;P0016;P0017;P0019;P0021;P0022;P0026;P0032;P0034;P0037;P0038;P0040;P0041;P0042;P0043;P0044;P0045;P0046;P0047;P0048;P0050;P0052;P0053;P0054;P0057;P0059;P0060;P0061;P0063;P0065;P0067;P0070;P0071;P0073;P0076;P0079;P0080;P0081;P0083;P0084;P0085;P0086;P0087;P0088
GCA_963446895.1,292,CRISPR-Cas;DRT;JukAB;Mokosh;Pycsar;R-M,P0050,AmpD;DUF1615 protein;Gamp2;TpsB,P0007;P0011;P0016;P0022;P0037;P0038;P0042;P0045;P0046;P0047;P0048;P0059;P0060;P0065;P0076;P0081;P0082;P0083
GCA_963446905.1,292,AbiD;AbiE;CBASS;CRISPR-Cas;DarTG;Druantia;Gabija;Gao_Iet;R-M;RloC;dCTPdeaminase;pAgo,P0075;P0076,AmpD;DUF1615 protein;Gamp2;TpsB,P0001;P0006;P0007;P0011;P0014;P0015;P0016;P0019;P0022;P0026;P0032;P0034;P0037;P0038;P0041;P0042;P0044;P0045;P0046;P0047;P0052;P0054;P0057;P0059;P0060;P0065;P0067;P0070;P0071;P0081;P0082;P0083;P0084;P0087
GCA_963446925.1,292,AbiD;AbiE;CBASS;CRISPR-Cas;DarTG;Druantia;Gabija;Gao_Iet;R-M;RloC;dCTPdeaminase;pAgo,P0075;P0076,AmpD;DUF1615 protein;Gamp2;TpsB,P0001;P0006;P0007;P0011;P0014;P0015;P0016;P0019;P0022;P0026;P0032;P0034;P0037;P0038;P0041;P0042;P0044;P0045;P0046;P0047;P0052;P0054;P0057;P0059;P0060;P0065;P0067;P0070;P0071;P0081;P0082;P0083;P0084;P0087
GCA_963446935.1,292,BstA;CRISPR-Cas;Druantia;Gabija;Hna;Lamassu-Fam;Mokosh;PD-T7-2;Pycsar;R-M;RloC;Tiamat,P0007;P0076,AmpD;DUF1615 protein;Gamp2;TpsB,P0001;P0002;P0007;P0011;P0012;P0013;P0014;P0015;P0016;P0017;P0018;P0019;P0021;P0024;P0026;P0029;P0030;P0031;P0032;P0033;P0034;P0035;P0036;P0037;P0038;P0040;P0044;P0045;P0046;P0047;P0049;P0054;P0055;P0058;P0059;P0060;P0062;P0065;P0067;P0069;P0070;P0071;P0073;P0074;P0077;P0078;P0080;P0081;P0083;P0084;P0085;P0086;P0087;P0088
GCA_963446955.1,292,AbiH;CBASS;CRISPR-Cas;Gabija;R-M,P0029,AmpD;DUF1615 protein;TpsB,P0001;P0002;P0007;P0011;P0012;P0014;P0015;P0016;P0019;P0022;P0023;P0024;P0026;P0028;P0030;P0031;P0032;P0034;P0035;P0036;P0037;P0038;P0042;P0044;P0045;P0046;P0047;P0048;P0054;P0055;P0056;P0059;P0060;P0062;P0065;P0067;P0069;P0070;P0071;P0074;P0075;P0077;P0080;P0081;P0083;P0084;P0087
GCA_963446975.1,292,CoCoNut;DS-4;Druantia;Gabija;JukAB;Lamassu-Fam;PsyrTA;R-M;Thoeris;Wadjet;Zorya,P0008;P0050,AmpD;DUF1615 protein;Gamp2;TpsB,P0007;P0011;P0012;P0014;P0016;P0021;P0034;P0038;P0045;P0046;P0047;P0048;P0059;P0060;P0062;P0065;P0067;P0071;P0073;P0081
GCA_963446985.1,292,CRISPR-Cas;Gabija;Mokosh;Pycsar;R-M;Retron;Tiamat,P0050,AmpD;DUF1615 protein;Gamp2;TpsB,P0001;P0007;P0011;P0012;P0014;P0016;P0017;P0019;P0021;P0022;P0026;P0029;P0032;P0034;P0037;P0038;P0040;P0042;P0043;P0045;P0046;P0047;P0048;P0049;P0053;P0059;P0060;P0062;P0063;P0065;P0067;P0070;P0071;P0072;P0074;P0076;P0081;P0082;P0083;P0084;P0087
GCA_963446995.1,292,AbiD;AbiE;CBASS;CRISPR-Cas;DarTG;Druantia;Gabija;R-M;RloC;Shedu;pAgo,P0030;P0076,AmpD;DUF1615 protein;Gamp2;TpsB,P0001;P0006;P0007;P0011;P0014;P0015;P0016;P0019;P0022;P0026;P0032;P0034;P0037;P0038;P0041;P0042;P0044;P0045;P0046;P0047;P0052;P0054;P0057;P0059;P0060;P0065;P0067;P0070;P0071;P0081;P0082;P0083;P0084;P0087
GCA_963447005.1,292,Borvo;BstA;CRISPR-Cas;Lamassu-Fam;PD-T7-4;R-M;Septu,P0050,AmpD;DUF1615 protein;Gamp2;TpsB,P0007;P0011;P0012;P0014;P0016;P0017;P0021;P0022;P0034;P0038;P0040;P0043;P0045;P0046;P0048;P0059;P0060;P0065;P0067;P0071;P0080;P0081;P0082;P0085;P0086;P0088
GCA_963447015.1,292,AbiH;CBASS;CRISPR-Cas;PD-Lambda-5;R-M,P0015;P0050,AmpD;DUF1615 protein;TpsB,P0007;P0009;P0011;P0016;P0017;P0019;P0021;P0026;P0032;P0037;P0042;P0046;P0047;P0060;P0062;P0065;P0081;P0084;P0088
GCA_963447035.1,292,CRISPR-Cas,P0023;P0029,AmpD;DUF1615 protein;Gamp2;TpsB,P0001;P0007;P0011;P0012;P0014;P0015;P0016;P0017;P0019;P0021;P0022;P0026;P0032;P0034;P0037;P0038;P0040;P0041;P0042;P0043;P0044;P0045;P0046;P0047;P0048;P0050;P0052;P0053;P0054;P0057;P0059;P0060;P0061;P0063;P0065;P0067;P0070;P0071;P0073;P0076;P0079;P0080;P0081;P0083;P0084;P0085;P0086;P0087;P0088
GCA_963447045.1,292,AbiE;BREX;CBASS;CRISPR-Cas;Gabija;PD-Lambda-2;R-M;RloC;Shango;Zorya,P0029,AmpD;DUF1615 protein;Gamp2;TpsB,P0007;P0011;P0012;P0016;P0017;P0019;P0021;P0026;P0032;P0034;P0038;P0040;P0043;P0045;P0046;P0047;P0048;P0059;P0060;P0065;P0067;P0071;P0073;P0081;P0084
GCA_963447055.1,292,CRISPR-Cas;DRT;R-M,P0050,AmpD;DUF1615 protein;Gamp2;TpsB,P0007;P0011;P0016;P0019;P0026;P0032;P0037;P0046;P0049;P0059;P0065;P0072;P0081;P0084
GCA_963447065.1,292,Mokosh;R-M,,AmpD;DUF1615 protein;Gamp2;TpsB,P0001;P0007;P0011;P0016;P0019;P0026;P0032;P0034;P0037;P0042;P0046;P0047;P0049;P0060;P0062;P0067;P0070;P0071;P0074;P0081;P0083;P0084;P0087
GCA_963447075.1,292,CRISPR-Cas;Paris,P0053,DUF1615 protein;Gamp2;TpsB,P0001;P0007;P0009;P0011;P0012;P0014;P0016;P0017;P0019;P0026;P0032;P0037;P0038;P0040;P0043;P0045;P0046;P0047;P0048;P0059;P0061;P0063;P0065;P0071;P0074;P0076;P0081;P0082;P0084
GCA_963447085.1,292,CBASS;R-M,P0029,AmpD;DUF1615 protein;Gamp2;TpsB,P0007;P0011;P0016;P0034;P0037;P0039;P0042;P0046;P0047;P0057;P0059;P0060;P0067;P0071;P0073;P0079;P0081;P0083
GCA_963447095.1,292,Borvo;CRISPR-Cas;Hachiman;PD-Lambda-2,P0029;P0066,AmpD;DUF1615 protein;Gamp2;TpsB,P0001;P0003;P0007;P0011;P0012;P0014;P0016;P0017;P0019;P0021;P0026;P0032;P0034;P0037;P0038;P0039;P0040;P0043;P0045;P0046;P0047;P0048;P0049;P0052;P0057;P0059;P0060;P0065;P0067;P0070;P0071;P0073;P0074;P0081;P0083;P0084
GCA_963447105.1,292,CBASS;R-M;SEFIR;ShosTA,P0015;P0029;P0040;P0085,AmpD;DUF1615 protein;Gamp2;TpsB,P0001;P0007;P0011;P0016;P0019;P0026;P0032;P0034;P0037;P0038;P0042;P0046;P0047;P0049;P0062;P0067;P0070;P0071;P0074;P0081;P0083;P0084;P0087
GCA_963447115.1,292,CRISPR-Cas;Druantia;Gabija;Hna;Lamassu-Fam;Mokosh;PD-T7-2;Pycsar;R-M;RloC,P0045;P0076,AmpD;DUF1615 protein;Gamp2;TpsB,P0001;P0002;P0007;P0011;P0012;P0013;P0014;P0015;P0016;P0017;P0018;P0019;P0021;P0024;P0026;P0029;P0030;P0031;P0032;P0033;P0034;P0035;P0036;P0037;P0038;P0040;P0044;P0045;P0046;P0047;P0049;P0054;P0055;P0058;P0059;P0060;P0062;P0065;P0067;P0069;P0070;P0071;P0073;P0074;P0077;P0078;P0080;P0081;P0083;P0084;P0085;P0086;P0087;P0088
GCA_963447125.1,292,AbiE;CBASS;Mokosh;R-M;RosmerTA;Wadjet,P0012;P0050,AmpD;DUF1615 protein;Gamp2;TpsB,P0007;P0011;P0016;P0046;P0081
GCA_963447155.1,292,Gao_Qat;JukAB;PrrC;RosmerTA;Shedu;Wadjet,P0009;P0053,AmpD;DUF1615 protein;Gamp2;TpsB,P0007;P0011;P0015;P0016;P0046;P0054;P0081;P0087
GCA_963447175.1,292,CRISPR-Cas;Hachiman;R-M;Shango,,AmpD;DUF1615 protein;Gamp2;TpsB,P0001;P0003;P0007;P0014;P0015;P0016;P0019;P0026;P0029;P0030;P0032;P0034;P0037;P0038;P0041;P0043;P0046;P0047;P0048;P0049;P0053;P0059;P0060;P0065;P0070;P0071;P0074;P0081;P0083;P0084;P0087
GCA_963447195.1,292,AbiD;AbiE;CBASS;CRISPR-Cas;DarTG;Druantia;R-M;RloC;Shedu;dCTPdeaminase;pAgo,P0075;P0076,AmpD;DUF1615 protein;Gamp2;TpsB,P0001;P0006;P0007;P0011;P0014;P0015;P0016;P0019;P0022;P0026;P0032;P0034;P0037;P0038;P0041;P0042;P0044;P0045;P0046;P0047;P0052;P0054;P0057;P0059;P0060;P0065;P0067;P0070;P0071;P0081;P0082;P0083;P0084;P0087
GCA_963447205.1,292,AbiE;BREX;Borvo;CRISPR-Cas;PD-Lambda-2;R-M;RloC;Septu,P0029,AmpD;DUF1615 protein;Gamp2;TpsB,P0001;P0003;P0007;P0011;P0012;P0014;P0016;P0017;P0019;P0021;P0026;P0032;P0034;P0037;P0038;P0039;P0040;P0043;P0045;P0046;P0047;P0048;P0049;P0052;P0057;P0059;P0060;P0065;P0067;P0070;P0071;P0073;P0074;P0081;P0083;P0084
GCA_963447255.1,292,AbiD;AbiE;CBASS;CRISPR-Cas;DarTG;Druantia;Gabija;Gao_Iet;R-M;RloC;dCTPdeaminase;pAgo,P0075;P0076,AmpD;DUF1615 protein;Gamp2;TpsB,P0001;P0006;P0007;P0011;P0014;P0015;P0016;P0019;P0022;P0026;P0032;P0034;P0037;P0038;P0041;P0042;P0044;P0045;P0046;P0047;P0052;P0054;P0057;P0059;P0060;P0065;P0067;P0070;P0071;P0081;P0082;P0083;P0084;P0087
GCA_963447265.1,292,Gao_Qat;JukAB;PrrC;RosmerTA;Shedu;Wadjet,P0009;P0053,AmpD;DUF1615 protein;Gamp2;TpsB,P0007;P0011;P0015;P0016;P0046;P0054;P0081;P0087
GCA_963447275.1,292,CRISPR-Cas;DRT;Dpd;dCTPdeaminase,P0053,AmpD;DUF1615 protein;Gamp2;TpsB,P0007;P0011;P0012;P0014;P0015;P0016;P0017;P0021;P0034;P0037;P0038;P0039;P0043;P0044;P0045;P0046;P0047;P0048;P0049;P0054;P0057;P0059;P0060;P0065;P0067;P0070;P0071;P0073;P0076;P0079;P0081;P0083;P0087
GCA_963447285.1,292,AbiE;CBASS;JukAB;Mokosh;PD-T7-2;PrrC;R-M,P0050,AmpD;DUF1615 protein;Gamp2;TpsB,P0007;P0011;P0015;P0016;P0046;P0054;P0081;P0087
GCA_963447325.1,292,CRISPR-Cas;Gabija;R-M;Zorya,P0050,AmpD;DUF1615 protein;Gamp2;TpsB,P0001;P0007;P0011;P0012;P0014;P0016;P0017;P0019;P0026;P0032;P0034;P0037;P0038;P0040;P0042;P0043;P0045;P0046;P0047;P0048;P0059;P0060;P0062;P0065;P0067;P0070;P0071;P0073;P0074;P0081;P0083;P0084
GCA_963447335.1,292,AbiH;CBASS;CRISPR-Cas;PD-Lambda-5;R-M,P0015;P0050,AmpD;DUF1615 protein;TpsB,P0005;P0007;P0009;P0011;P0016;P0017;P0018;P0019;P0020;P0021;P0023;P0024;P0026;P0028;P0030;P0032;P0034;P0037;P0042;P0046;P0047;P0055;P0056;P0060;P0062;P0065;P0066;P0068;P0075;P0077;P0080;P0081;P0084;P0085;P0088
GCA_963447345.1,292,AbiE;CBASS;Gabija;Gao_Iet;JukAB;Lamassu-Fam;Mokosh;Pycsar;R-M;Shedu;Wadjet,P0033;P0053,AmpD;DUF1615 protein;Gamp2;TpsB,P0007;P0011;P0016;P0046;P0081
GCA_963447355.1,292,CRISPR-Cas;R-M,P0050,AmpD;DUF1615 protein;Gamp2;TpsB,P0001;P0007;P0011;P0012;P0014;P0015;P0016;P0017;P0019;P0021;P0026;P0032;P0034;P0037;P0038;P0040;P0042;P0043;P0044;P0045;P0046;P0047;P0048;P0054;P0059;P0060;P0065;P0067;P0070;P0071;P0073;P0074;P0079;P0081;P0083;P0084;P0087
GCA_963447365.1,292,AbiD;CRISPR-Cas;Paris;R-M;Retron,P0053,AmpD;DUF1615 protein;Gamp2;TpsB,P0001;P0007;P0011;P0012;P0014;P0016;P0019;P0021;P0022;P0026;P0032;P0034;P0037;P0038;P0040;P0041;P0042;P0043;P0045;P0046;P0047;P0048;P0052;P0057;P0059;P0060;P0065;P0067;P0070;P0071;P0073;P0074;P0079;P0081;P0083;P0084
GCA_963447375.1,292,AbiD;AbiE;CBASS;CRISPR-Cas;DarTG;Druantia;R-M;Shedu;dCTPdeaminase;pAgo,P0076,AmpD;DUF1615 protein;Gamp2;TpsB,P0001;P0006;P0007;P0011;P0014;P0015;P0016;P0019;P0022;P0026;P0032;P0034;P0037;P0038;P0041;P0042;P0044;P0045;P0046;P0047;P0052;P0054;P0057;P0059;P0060;P0065;P0067;P0070;P0071;P0081;P0082;P0083;P0084;P0087
GCA_963447385.1,292,AbiE;CBASS;DRT;Gabija;JukAB;Lamassu-Fam;Mokosh;PfiAT;Pycsar;R-M;RloC,P0050,AmpD;DUF1615 protein;Gamp2;TpsB,P0007;P0011;P0016;P0046;P0065;P0081
GCA_963447395.1,292,MADS;R-M,P0050;P0064,AmpD;DUF1615 protein;Gamp2;TpsB;Tsx,P0001;P0003;P0007;P0011;P0012;P0014;P0016;P0017;P0038;P0040;P0045;P0046;P0047;P0048;P0059;P0060;P0065;P0067;P0071;P0081
GCA_963447405.1,292,BREX;CRISPR-Cas;PD-Lambda-5;PD-T4-5;PD-T4-7;RosmerTA;Shedu;Zorya,P0053,AmpD;DUF1615 protein;Gamp2;TpsB,P0001;P0007;P0011;P0012;P0014;P0015;P0016;P0017;P0019;P0021;P0022;P0026;P0032;P0034;P0037;P0038;P0040;P0041;P0042;P0043;P0044;P0045;P0046;P0047;P0048;P0052;P0054;P0057;P0059;P0060;P0062;P0065;P0067;P0070;P0071;P0073;P0074;P0079;P0081;P0083;P0084;P0087
GCA_963447415.1,292,CBASS;CRISPR-Cas;Mokosh;R-M;Shango,P0076,AmpD;DUF1615 protein;Gamp2;TpsB,P0002;P0007;P0011;P0012;P0014;P0015;P0016;P0017;P0018;P0019;P0021;P0024;P0026;P0029;P0030;P0031;P0032;P0033;P0035;P0036;P0037;P0038;P0040;P0044;P0045;P0046;P0047;P0054;P0055;P0058;P0059;P0060;P0062;P0065;P0067;P0069;P0070;P0071;P0074;P0077;P0078;P0080;P0081;P0083;P0084;P0085;P0086;P0087;P0088
GCA_963447425.1,292,BstA;GAPS6;Lit;PD-Lambda-2;R-M;Retron;Thoeris;dCTPdeaminase,P0053,AmpD;DUF1615 protein;Gamp2;TpsB,None
GCA_963447435.1,292,CRISPR-Cas;Paris,P0053,AmpD;DUF1615 protein;Gamp2;TpsB,P0001;P0007;P0009;P0011;P0012;P0014;P0016;P0017;P0019;P0026;P0032;P0037;P0038;P0040;P0043;P0045;P0046;P0047;P0048;P0059;P0061;P0063;P0065;P0071;P0074;P0076;P0081;P0082;P0084
GCA_963447445.1,292,AbiD;CRISPR-Cas;R-M;Retron,P0053,AmpD;DUF1615 protein;Gamp2;TpsB,P0001;P0007;P0011;P0012;P0014;P0015;P0016;P0019;P0021;P0022;P0026;P0032;P0034;P0037;P0038;P0040;P0041;P0042;P0043;P0044;P0045;P0046;P0047;P0048;P0052;P0054;P0057;P0059;P0060;P0065;P0067;P0070;P0071;P0073;P0079;P0081;P0083;P0084;P0087
GCA_963447475.1,292,Borvo;CBASS;Druantia;Gabija;JukAB;Mokosh;R-M;Shedu,P0050,AmpD;DUF1615 protein;TpsB,P0001;P0007;P0011;P0016;P0017;P0019;P0032;P0037;P0040;P0042;P0046;P0049;P0065;P0072;P0074;P0081;P0084
GCA_963447495.1,292,CRISPR-Cas;DRT;DS-31;Gabija;Lamassu-Fam;PD-T7-3;Pycsar;R-M;Zorya,P0029,AmpD;DUF1615 protein;Gamp2;TpsB,P0007;P0016;P0017;P0019;P0026;P0032;P0037;P0040;P0043;P0046;P0047;P0060;P0065;P0067;P0070;P0071;P0073;P0084
GCA_963447525.1,292,CRISPR-Cas;Septu,P0050;P0078,AmpD;DUF1615 protein;Gamp2;TpsB,P0004;P0007;P0008;P0011;P0012;P0014;P0015;P0016;P0018;P0021;P0022;P0030;P0034;P0037;P0038;P0042;P0044;P0045;P0046;P0047;P0048;P0049;P0052;P0054;P0057;P0058;P0059;P0060;P0062;P0065;P0067;P0070;P0071;P0073;P0074;P0078;P0079;P0081;P0083;P0084;P0087;P0088
GCA_963447565.1,292,CBASS;CRISPR-Cas;Gao_Iet;PD-T4-5;pAgo,P0053;P0074,DUF1615 protein;Gamp2;TpsB,P0007;P0011;P0012;P0014;P0016;P0021;P0034;P0037;P0038;P0043;P0045;P0046;P0047;P0048;P0059;P0060;P0065;P0067;P0070;P0081;P0083
GCA_963447575.1,292,CRISPR-Cas;Prithvi,P0018;P0029,AmpD;DUF1615 protein;Gamp2;TpsB,P0001;P0007;P0011;P0012;P0014;P0015;P0016;P0017;P0019;P0021;P0022;P0026;P0032;P0034;P0037;P0038;P0040;P0041;P0042;P0043;P0044;P0045;P0046;P0047;P0048;P0050;P0052;P0053;P0054;P0057;P0059;P0060;P0061;P0063;P0065;P0067;P0070;P0071;P0073;P0076;P0079;P0080;P0081;P0083;P0084;P0085;P0086;P0087;P0088
GCA_963447585.1,292,Borvo;BstA;CRISPR-Cas;Lamassu-Fam;PD-T7-4;R-M;Septu,P0050,AmpD;DUF1615 protein;Gamp2;TpsB,P0007;P0011;P0012;P0014;P0016;P0017;P0021;P0022;P0034;P0038;P0040;P0043;P0045;P0046;P0048;P0059;P0060;P0065;P0067;P0071;P0080;P0081;P0082;P0085;P0086;P0088
GCA_963447645.1,292,AbiH;CBASS;CRISPR-Cas;Eleos;Gabija;Mokosh;Pycsar;R-M;Septu,P0015;P0050,AmpD;DUF1615 protein;Gamp2;TpsB,P0001;P0007;P0011;P0012;P0014;P0016;P0019;P0021;P0029;P0032;P0034;P0037;P0038;P0042;P0043;P0045;P0046;P0047;P0048;P0059;P0060;P0065;P0067;P0071;P0073;P0081;P0084
GCA_963447665.1,292,AbiE;CBASS;CRISPR-Cas;R-M;Retron;Thoeris,P0076,AmpD;DUF1615 protein;Gamp2;TpsB,P0001;P0007;P0011;P0012;P0014;P0016;P0019;P0021;P0022;P0026;P0032;P0034;P0037;P0038;P0040;P0041;P0042;P0043;P0045;P0046;P0047;P0048;P0052;P0057;P0059;P0060;P0062;P0065;P0067;P0071;P0073;P0074;P0079;P0081;P0084
GCA_963447675.1,292,GAPS6;Lamassu-Fam;Pycsar;R-M,P0029;P0086,AmpD;DUF1615 protein;Gamp2;TpsB,P0007;P0011;P0015;P0016;P0021;P0034;P0037;P0042;P0046;P0047;P0049;P0052;P0054;P0057;P0059;P0060;P0062;P0067;P0071;P0073;P0079;P0081;P0087
GCA_963447695.1,292,CRISPR-Cas;DISARM;Gao_Qat;PD-Lambda-5;R-M;Retron;Septu,P0029;P0087,AmpD;DUF1615 protein;Gamp2;TpsB,P0007;P0009;P0011;P0012;P0013;P0014;P0015;P0016;P0019;P0021;P0022;P0026;P0030;P0032;P0034;P0037;P0038;P0039;P0041;P0044;P0045;P0046;P0047;P0048;P0052;P0054;P0057;P0059;P0060;P0065;P0067;P0070;P0071;P0073;P0074;P0081;P0083;P0084;P0087
GCA_963447715.1,292,DISARM;PD-T7-4;R-M;RloC;Shedu,P0041,AmpD;DUF1615 protein;Gamp2;TpsB,None
GCA_963447735.1,292,AbiD;AbiE;CBASS;CRISPR-Cas;DarTG;Druantia;R-M;Shedu;dCTPdeaminase;pAgo,P0030;P0076,AmpD;DUF1615 protein;Gamp2;TpsB,P0001;P0006;P0007;P0011;P0014;P0015;P0016;P0019;P0022;P0026;P0032;P0034;P0037;P0038;P0041;P0042;P0044;P0045;P0046;P0047;P0052;P0054;P0057;P0059;P0060;P0065;P0067;P0070;P0071;P0081;P0082;P0083;P0084;P0087
GCA_963447765.1,292,AbiE;CBASS;Druantia;JukAB;Mokosh;R-M;RloC;Wadjet,P0050;P0059,AmpD;DUF1615 protein;Gamp2;TpsB,P0007;P0011;P0016;P0046;P0081
GCA_963447775.1,292,Gabija;PD-T7-3;R-M,P0059,AmpD;DUF1615 protein;Gamp2;TpsB,P0021;P0034;P0037;P0042;P0047;P0049;P0052;P0057;P0059;P0060;P0062;P0067;P0071;P0073;P0079;P0081
GCA_963447785.1,292,AbiH;CBASS;CRISPR-Cas;PD-Lambda-5;R-M,P0015;P0050,AmpD;DUF1615 protein;TpsB,P0005;P0007;P0009;P0011;P0016;P0017;P0018;P0019;P0020;P0021;P0023;P0024;P0026;P0028;P0030;P0032;P0034;P0037;P0042;P0046;P0047;P0049;P0055;P0056;P0060;P0062;P0065;P0066;P0068;P0072;P0075;P0077;P0080;P0081;P0084;P0085;P0088
GCA_963447795.1,292,MADS;R-M,P0050;P0064,AmpD;DUF1615 protein;Gamp2;TpsB;Tsx,P0001;P0003;P0007;P0011;P0012;P0014;P0016;P0017;P0038;P0040;P0045;P0046;P0047;P0048;P0059;P0060;P0065;P0067;P0071;P0081
GCA_963447815.1,292,CRISPR-Cas;Gao_Iet;R-M,P0029,AmpD;DUF1615 protein;Gamp2;TpsB,P0001;P0003;P0007;P0011;P0012;P0014;P0016;P0017;P0019;P0026;P0032;P0037;P0038;P0040;P0041;P0045;P0046;P0047;P0048;P0052;P0057;P0059;P0060;P0065;P0067;P0071;P0081;P0084
